question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q171,"Does the company have commitment in place integrating circular fashin into all its operations? If yes, provide details","Does the company have commitment in place integrating circular fashin into all its operations? If yes, provide details Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period",Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,18.6334,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,18.6334,Remarks For Assurance Of Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport,17.983,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,17.7763,Ambiguous,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer
Q172,Does the company manufacture/sell sustainable apparel or garments,Does the company manufacture/sell sustainable apparel or garments Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations1 Member,16.5687,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations7 Member,16.5687,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations2 Member,16.5687,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations5 Member,16.5687,Low Confidence,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations1 Member
Q173,Is the company using sustainable material in its typre (also state the ttype of material used) or has committed to use sustainable material in typres,Is the company using sustainable material in its typre (also state the ttype of material used) or has committed to use sustainable material in typres Material Cost Contract,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,18.4216,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,18.4216,Whether Details Of Percentage Of Recycled Or Reused Input Material To Total Material By Value Used In Production Or Providing Services Is Assured By Assurer,18.055,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,17.6405,Ambiguous,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer
Q174,Is the company manufacturing sustainable/eco-friendly paint/coatings,Is the company manufacturing sustainable/eco-friendly paint/coatings Name Of Stock Exchange Where The Company Is Listed,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange2,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange4,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange2,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,36.2608,Ambiguous,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange2
Q175,Is the company manufacturing any energy efficient products or is spending on R&D for manufacturing such products in near future?,Is the company manufacturing any energy efficient products or is spending on R&D for manufacturing such products in near future? Products And Services Domain,Percentage Of RAnd D - Previous Year,18.8999,Percentage Of RAnd D,20.591,Percentage Of RAnd D - Previous Year,18.8999,Whether Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies Is Assured By Assurer,18.2543,High Confidence,Percentage Of RAnd D - Previous Year
Q176,Is the company fulfilling International Maritime Organisation - MARPOL Air Pollution prevention guidelines,Is the company fulfilling International Maritime Organisation - MARPOL Air Pollution prevention guidelines Name Of Stock Exchange Where The Company Is Listed,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange2,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange4,36.2608,Ambiguous,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3
Q177,Whether an occupational health and safety management system is implemented by the entity,Whether an occupational health and safety management system is implemented by the entity Whether Initial Application Of An Ind As Has An Effect On The Current Period Or Any Prior Period,Whether An Occupational Health And Safety Management System Has Been Implemented By The Entity,52.8439,Whether An Occupational Health And Safety Management System Has Been Implemented By The Entity,52.8439,An Occupational Health And Safety Management System Has Been Not Applicable To The Entity Explanatory Text Block,37.3363,Whether Health And Safety Management System Is Assured By Assurer,35.0773,High Confidence,Whether An Occupational Health And Safety Management System Has Been Implemented By The Entity
Q178,What are the processes used to identify work-related hazards and assess risks on a routine and non routine bassi by the entity,What are the processes used to identify work-related hazards and assess risks on a routine and non routine bassi by the entity Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,61.8829,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,61.8829,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,30.2405,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,28.6446,High Confidence,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block
Q179,Does the company have processes for workers to report the work related hazards and to remove themselves from such risks (Y/N),Does the company have processes for workers to report the work related hazards and to remove themselves from such risks (Y/N) Whether Company Has Published Sustainability Report For The Financial Year,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,61.3816,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,61.3816,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,50.7403,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,23.1173,High Confidence,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks
Q180,Was there training given to workers on health and sagety measures in Current Year,Was there training given to workers on health and sagety measures in Current Year Training Recruitment Expenses,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,12.3044,Percentage Of Discrimination At Work Place Of Your Plants And Offices That Were Assessed P5,14.4657,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,12.7365,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,12.3044,Low Confidence,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers
Q181,Does the company mention that they have a safety committee/policy in place with respect to accidents or misfortune events,Does the company mention that they have a safety committee/policy in place with respect to accidents or misfortune events Disclosure Responsibility Statement Of CSR Committee That Implementation And Monitoring Of CSR Policy Is In Compliance With CSR Policy Of Company,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Employees,18.8543,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,21.0851,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Employees,18.8543,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Workers,18.8543,High Confidence,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Employees
Q182,Does the entity have ISO 45001:2018 certification,Does the entity have ISO 45001:2018 certification Number Of Certified Emission Rights Under Certification,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,23.7768,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,23.7768,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,19.5391,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,19.397,High Confidence,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016
Q183,Are the entity’s manufacturing facilties WRAP certified,Are the entity’s manufacturing facilties WRAP certified Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Whether Number Of Days Of Accounts Payables Is Assured By Assurer,14.8206,Whether Number Of Days Of Accounts Payables Is Assured By Assurer,14.8206,Whether Extended Producer Responsibility Is Applicable To The Entity SActivities,14.434,Whether Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Is Assured By Assurer,13.3886,Low Confidence,Whether Number Of Days Of Accounts Payables Is Assured By Assurer
Q184,Does the company have a target to achieve gender diversity in the workforce,Does the company have a target to achieve gender diversity in the workforce Number Of Employees In The Company At The End Of The Financial Year,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,25.0668,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,24.3109,Ambiguous,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year
Q185,Does the company have a diversity equality and inclusion policy,Does the company have a diversity equality and inclusion policy Initially Applied Ind A Ss Domain,Remarks For Assurance Of Details Of CSRProjects Undertaken In Designated Aspirational Districts As Identified By Government Bodies,11.6075,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,14.8178,Does The Entity Have ABusiness Continuity And Disaster Management Plan,14.7195,Low Confidence,Remarks For Assurance Of Details Of CSRProjects Undertaken In Designated Aspirational Districts As Identified By Government Bodies
Q186,Does the company have policy for precention to prevent sexual harassment at workplace,Does the company have policy for precention to prevent sexual harassment at workplace Number Of Employees In The Company At The End Of The Financial Year,Total Complaints Reported Under Sexual Harassment Of Women At Workplace - Previous Year,29.8697,Number Of Complaints Pending Resolution At The End Of Year - Sexual Harassment Member,29.9373,Total Complaints Reported Under Sexual Harassment Of Women At Workplace - Previous Year,29.8697,Total Complaints Reported Under Sexual Harassment Of Women At Workplace,29.707,Ambiguous,Total Complaints Reported Under Sexual Harassment Of Women At Workplace - Previous Year
Q187,Are all complaints filed by the employees during current fiscal year closed,Are all complaints filed by the employees during current fiscal year closed Whether There Are Changes In Acounting Estimates During The Year,Number Of Complaints Filed During The Year - Discrimination At Work Place Member - Previous Year,26.1395,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,26.989,Number Of Complaints Filed During The Year - Discrimination At Work Place Member - Previous Year,26.1395,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,19.3537,Ambiguous,Number Of Complaints Filed During The Year - Discrimination At Work Place Member - Previous Year
Q188,Does the company have a human rights policy established,Does the company have a human rights policy established Initially Applied Ind A Ss Domain,Remarks For Assurance Of Employees And Workers Who Have Been Provided Training On Human Rights Issues And Policies Of The Entity,16.8033,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,22.6182,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.4982,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3289,Low Confidence,Remarks For Assurance Of Employees And Workers Who Have Been Provided Training On Human Rights Issues And Policies Of The Entity
Q189,"Does the company have provide medical assistance (Ambulance service, fixed medical checkups, to the employees)","Does the company have provide medical assistance (Ambulance service, fixed medical checkups, to the employees)",Details If The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services Is Not Applicable Explanatory Text Block,17.3912,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,20.8707,Details If The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services Is Not Applicable Explanatory Text Block,17.3912,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,16.8975,Low Confidence,Details If The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services Is Not Applicable Explanatory Text Block
Q190,"Does the company take measures for the well being of individuals other than permanent employees (which may include interns, contracts, etc.)","Does the company take measures for the well being of individuals other than permanent employees (which may include interns, contracts, etc.) Number Of Employees In The Company At The End Of The Financial Year",Number Of Well Being Of Employees Or Workers - Gender Member - Benefits Member - Other Than Permanent Employees Member,21.3227,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,22.7288,Number Of Well Being Of Employees Or Workers - Gender Member - Benefits Member - Other Than Permanent Employees Member,21.3227,Ambiguous,Number Of Well Being Of Employees Or Workers - Gender Member - Benefits Member - Other Than Permanent Employees Member
Q191,Does the organisation have opportunities for Paternal leavesWhat all initiatives does the organisation undertake for increase in the retention rate of employees,Does the organisation have opportunities for Paternal leavesWhat all initiatives does the organisation undertake for increase in the retention rate of employees Number Of Employees In The Company At The End Of The Financial Year,Retention Rates Permanent Employees That Took Parental Leave - Male Member,22.9031,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,24.216,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Retention Rates Permanent Employees That Took Parental Leave - Female Member,22.9031,High Confidence,Retention Rates Permanent Employees That Took Parental Leave - Male Member
Q192,Does the company have employe development programs that have been developed to upgrade and improve employee skills,Does the company have employe development programs that have been developed to upgrade and improve employee skills Whether Equity Have Been Measured At Fair Value,Whether Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners Is Assured By Assurer,22.6821,Whether Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners Is Assured By Assurer,22.6821,Remarks For Assurance Of Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners,21.7998,Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners Explanatory Text Block,21.6861,Ambiguous,Whether Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners Is Assured By Assurer
Q193,Did the company face any strike in the current year,Did the company face any strike in the current year Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,23.059,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,23.059,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,High Confidence,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member
Q194,Does the company conduct an employee satisfaction survey,Does the company conduct an employee satisfaction survey Whether Initial Application Of An Ind As Has An Effect On The Current Period Or Any Prior Period,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block,19.8563,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block,19.8563,Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole,19.421,Lost Time Injury Frequency Rate Per One Million Person Hours Worked - Employees Member,17.8838,Ambiguous,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block
Q195,Does the company have policy on offering stock options,Does the company have policy on offering stock options Name Of Stock Exchange Where The Company Is Listed,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange4,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange4,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3,36.2608,Ambiguous,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange4
Q196,Does the company have mechanisms to receive and respond to consumer complaints and feedback,Does the company have mechanisms to receive and respond to consumer complaints and feedback Geological And Geophysical Expenditure Pertaining To Exploration And Production Activities,Remarks For Assurance Of The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback,36.6457,Remarks For Assurance Of The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback,36.6457,Assurance Sub Type For The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback,35.2484,Describe The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback Explanatory Text Block,35.2484,High Confidence,Remarks For Assurance Of The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback
Q197,"Did your entity carry out any survey with regard to consumer satisfaction relating to the major products/services of the entity, significant locations of operation of the entity or the entity as a whole","Did your entity carry out any survey with regard to consumer satisfaction relating to the major products/services of the entity, significant locations of operation of the entity or the entity as a whole Revenues From Transactions With Other Operating Segments Of The Same Entity",Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole,74.2542,Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole,74.2542,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block,56.9428,Remarks For Assurance Of Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,22.6683,High Confidence,Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole
Q198,Steps taken to inform and educate consumers about safe and responsible usage of products and/or service,Steps taken to inform and educate consumers about safe and responsible usage of products and/or service Steps Taken Or Impact On Conservation Of Energy Explanatory,Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services Explanatory Text Block,57.5877,Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services Explanatory Text Block,57.5877,Remarks For Assurance Of Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,55.0085,Assurance Sub Type For Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,54.3767,High Confidence,Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services Explanatory Text Block
Q199,ISO 9001:2015 certification,ISO 9001:2015 certification Number Of Certified Emission Rights Under Certification,Is The Premise Or Office Of The Entity Accessible To Differently Abled Visitors As Per The Requirements Of The Rights Of Persons With Disabilities Act2016,10.191,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,11.2805,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,10.7612,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,10.3981,Low Confidence,Is The Premise Or Office Of The Entity Accessible To Differently Abled Visitors As Per The Requirements Of The Rights Of Persons With Disabilities Act2016
Q200,Does the entity display product information on the product over and above what is mandated as per local laws,Does the entity display product information on the product over and above what is mandated as per local laws Profit Loss For The Period As Per Ind As,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,64.7158,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,64.7158,Remarks For Assurance Of Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,58.2404,Assurer Has Assured Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,57.405,High Confidence,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws
Q201,"When the onboarding of new vendors takes place, does the company have their supplier code of conduct designed","When the onboarding of new vendors takes place, does the company have their supplier code of conduct designed Number Of Employees In The Company At The End Of The Financial Year",Number Of Persons Benefitted From CSRProjects - CSRProjects85,17.3076,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,22.3461,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member - Previous Year,22.0406,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Low Confidence,Number Of Persons Benefitted From CSRProjects - CSRProjects85
Q202,Disclose any significant adverse impact on the environment arising from the value chain of the entity. Are there any mitigations or adaptiation measures taken by the entity in this context,Disclose any significant adverse impact on the environment arising from the value chain of the entity. Are there any mitigations or adaptiation measures taken by the entity in this context Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Explanatory Text Block,54.2175,Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Explanatory Text Block,54.2175,Whether Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Is Assured By Assurer,52.4532,Remarks For Assurance Of Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,51.6446,High Confidence,Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Explanatory Text Block
Q203,Provide details of any corrective actions taken or underway to adderss significant risks/concerns arising from asessment of health and safety practices practices and working conditions of value chain partners,Provide details of any corrective actions taken or underway to adderss significant risks/concerns arising from asessment of health and safety practices practices and working conditions of value chain partners Disclosure Of Nature And Extent Of Risks Arising From Insurance Contracts Explanatory,Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner Explanatory Text Block,50.4136,Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner Explanatory Text Block,50.4136,Remarks For Assurance Of Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner,47.1593,Assurance Sub Type For Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner,46.7751,High Confidence,Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner Explanatory Text Block
Q204,Does the entity have procedures in place for sustainable sourcing strategy around sustainable/efficient/responsible supply chain,Does the entity have procedures in place for sustainable sourcing strategy around sustainable/efficient/responsible supply chain Principal Place Of Business Of Entity Whose Consolidated Financial Statements Have Been Produced For Public Use,Does The Entity Have Procedures In Place For Sustainable Sourcing,44.5975,Does The Entity Have Procedures In Place For Sustainable Sourcing,44.5975,Remarks For Assurance Of The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,32.5196,Assurance Sub Type For The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,31.8836,High Confidence,Does The Entity Have Procedures In Place For Sustainable Sourcing
Q205,Is there a robust supplier assessment done by the company to avoid any conflicts with ESG requirements/sustainability/ESG assessment for suppliers,Is there a robust supplier assessment done by the company to avoid any conflicts with ESG requirements/sustainability/ESG assessment for suppliers Whether Company Has Published Sustainability Report For The Financial Year,It Is Planned To Be Done In The Next Financial Year - Principle4 Member,26.3032,It Is Planned To Be Done In The Next Financial Year - Principle3 Member,26.3032,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,26.3032,It Is Planned To Be Done In The Next Financial Year - Principle9 Member,26.3032,Ambiguous,It Is Planned To Be Done In The Next Financial Year - Principle4 Member
Q206,Does the company have a documented CSR policy in place,Does the company have a documented CSR policy in place Whether Company Has Written CSR Policy,Assurer Has Assured Whether Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business,17.5462,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,19.9269,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Assurer Has Assured Whether Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business,17.5462,High Confidence,Assurer Has Assured Whether Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business
Q207,Whether there are mechanisms to receive and redress grievances of the community,Whether there are mechanisms to receive and redress grievances of the community Whether There Are Reclassifications To Comparative Amounts,Whether Describe The Mechanisms To Receive And Redress Grievances Of The Community Is Assured By Assurer,33.5121,Whether Describe The Mechanisms To Receive And Redress Grievances Of The Community Is Assured By Assurer,33.5121,Describe The Mechanisms To Receive And Redress Grievances Of The Community Explanatory Text Block,32.8485,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community,32.4967,Ambiguous,Whether Describe The Mechanisms To Receive And Redress Grievances Of The Community Is Assured By Assurer
Q208,Does the entity disclose the details of beneficiaries of CSR projects,Does the entity disclose the details of beneficiaries of CSR projects Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Sexual Harassment Member,16.9396,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,24.4634,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,24.1021,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.376,Low Confidence,Number Of Complaints Pending Resolution At The End Of Year - Sexual Harassment Member
Q209,"Does the company conduct impact assessments for CSR projects? If yes, provide details","Does the company conduct impact assessments for CSR projects? If yes, provide details Disclosure Of Reasons If Company Fails To Spend Prescribed Amount On CSR",Remarks For Assurance Of Details Of The Disclosures Related To Water Withdrawal,16.6796,Remarks For Assurance Of Details Of The Disclosures Related To Water Withdrawal,16.6796,Remarks For Assurance Of Details Of The Disclosures Related To Water Discharged,16.6796,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,16.378,Low Confidence,Remarks For Assurance Of Details Of The Disclosures Related To Water Withdrawal
Q210,Does the company conduct of assessment of negative impacts of its operation on the communities,Does the company conduct of assessment of negative impacts of its operation on the communities Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Whether Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments Is Assured By Assurer,18.4204,Whether Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments Is Assured By Assurer,18.4204,Whether Describe The Mechanisms To Receive And Redress Grievances Of The Community Is Assured By Assurer,18.3618,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,17.9839,Ambiguous,Whether Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments Is Assured By Assurer
Q211,Provide details of actions taken to mitigate any negative social impacts identified in the Social Impact Assessments,Provide details of actions taken to mitigate any negative social impacts identified in the Social Impact Assessments Details On Policy Development And Implementation By Company On Corporate Social Responsibility Initiatives Taken During Year Explanatory,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.7651,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.7651,Whether Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments Is Assured By Assurer,42.5894,Assurance Sub Type For Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.1291,Ambiguous,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments
