question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q164,Does the company integrate ESG aspects in its insurance underwriting process for non life non health insurance reinsurance,The Entity Has Not Applicable Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services Explanatory Text Block,14.5776,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Workers,14.9042,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Employees,14.9042,Does The Entity Have Procedures In Place For Sustainable Sourcing,14.8385,Ambiguous,The Entity Has Not Applicable Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services Explanatory Text Block
Q165,Does your company offer eSG based products within its non life non health insurance business segment,Details Of Your Entitys Policy Or Policies Has Not Applicable Each Principle And Its Core Elements Of The NGRBCs Explanatory Text Block - Principle2 Member,18.346,Details Of Your Entitys Policy Or Policies Has Not Applicable Each Principle And Its Core Elements Of The NGRBCs Explanatory Text Block - Principle6 Member,18.346,Details Of Your Entitys Policy Or Policies Has Not Applicable Each Principle And Its Core Elements Of The NGRBCs Explanatory Text Block - Principle5 Member,18.346,Details Of Your Entitys Policy Or Policies Has Not Applicable Each Principle And Its Core Elements Of The NGRBCs Explanatory Text Block - Principle8 Member,18.346,Ambiguous,Details Of Your Entitys Policy Or Policies Has Not Applicable Each Principle And Its Core Elements Of The NGRBCs Explanatory Text Block - Principle2 Member
Q166,Does the company participate in the GRESB for real estate benchmark assessment,Does Company Participate In The Business Responsibility Initiatives Of The Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain1,11.0687,Remarks For Assurance Of Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,11.6835,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,11.519,Does Company Participate In The Business Responsibility Initiatives Of The Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain144,11.0687,Low Confidence,Does Company Participate In The Business Responsibility Initiatives Of The Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain1
Q167,Is the company currently operating/deploying low carbon fleet (EVs or other vehicles) in its logistics business or do they have a plan to shift current feet to low carbon alternative fleet,Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business,20.764,It Is Planned To Be Done In The Next Financial Year - Principle6 Member,21.3344,Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business,20.764,Does The Entity Have ABusiness Continuity And Disaster Management Plan,20.5251,Ambiguous,Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business
Q168,Does the company have End of Life Vehicles management,Remarks For Assurance Of Whether The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,11.9462,Does The Entity Have ABusiness Continuity And Disaster Management Plan,15.826,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,14.9794,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,12.5397,Low Confidence,Remarks For Assurance Of Whether The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment
Q169,What steps are taken by the company to mitigate any potential health impacts of tyre and rubber product manufacturing on local communities,Details Of Product Information On The Product Over And Above What Is Mandated As Per Local Laws Explanatory Text Block,21.2672,Details Of Product Information On The Product Over And Above What Is Mandated As Per Local Laws Explanatory Text Block,21.2672,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,20.9253,Remarks For Assurance Of Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,20.1727,Ambiguous,Details Of Product Information On The Product Over And Above What Is Mandated As Per Local Laws Explanatory Text Block
Q170,"Does the company have a strategy or initiative in place to enourage small forest owners and timber suppliers to adopt best practices or sustainable management in order to obtain certification from recognized systems such as PEF, FSC or equivalent",Remarks For Assurance Of Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals,20.8375,Does The Entity Have Procedures In Place For Sustainable Sourcing,26.1118,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block,20.9121,Remarks For Assurance Of Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals,20.8375,High Confidence,Remarks For Assurance Of Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals
Q171,"Does the company have commitment in place integrating circular fashin into all its operations? If yes, provide details",Details Of The Entity Have Not Applicable Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board Explanatory Text Block,13.5258,Does The Entity Have Procedures In Place For Sustainable Sourcing,17.4817,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,15.5371,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,14.3168,High Confidence,Details Of The Entity Have Not Applicable Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board Explanatory Text Block
Q172,Does the company manufacture/sell sustainable apparel or garments,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations1 Member,16.5687,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations7 Member,16.5687,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations8 Member,16.5687,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations3 Member,16.5687,Ambiguous,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations1 Member
Q173,Is the company using sustainable material in its typre (also state the ttype of material used) or has committed to use sustainable material in typres,Remarks For Assurance Of The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency,17.4725,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,18.4216,It Is Planned To Be Done In The Next Financial Year - Principle5 Member,17.6405,It Is Planned To Be Done In The Next Financial Year - Principle9 Member,17.6405,Ambiguous,Remarks For Assurance Of The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency
Q174,Is the company manufacturing sustainable/eco-friendly paint/coatings,Whether The Processes For Identifying Key Stakeholder Groups Of The Entity Is Assured By Assurer,9.34,Does The Entity Have Procedures In Place For Sustainable Sourcing,9.7909,Whether The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably Is Assured By Assurer,9.6589,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,9.5512,Low Confidence,Whether The Processes For Identifying Key Stakeholder Groups Of The Entity Is Assured By Assurer
Q175,Is the company manufacturing any energy efficient products or is spending on R&D for manufacturing such products in near future?,Percentage Of RAnd D,19.5463,Percentage Of RAnd D,19.5463,Percentage Of RAnd D - Previous Year,17.941,Whether Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies Is Assured By Assurer,17.2601,High Confidence,Percentage Of RAnd D
Q176,Is the company fulfilling International Maritime Organisation - MARPOL Air Pollution prevention guidelines,Type Of Assurance For Governance Leadership And Oversight,10.6786,Type Of Assurance For Governance Leadership And Oversight,10.6786,Whether Details Of Air Emissions Other Than Ghg Emissions By The Entity Is Applicable To The Company,10.304,It Is Planned To Be Done In The Next Financial Year - Principle6 Member,9.5512,Low Confidence,Type Of Assurance For Governance Leadership And Oversight
Q177,Whether an occupational health and safety management system is implemented by the entity,Whether An Occupational Health And Safety Management System Has Been Implemented By The Entity,48.8989,Whether An Occupational Health And Safety Management System Has Been Implemented By The Entity,48.8989,Whether Health And Safety Management System Is Assured By Assurer,35.0773,Details Of Occupational Health And Safety Management System Explanatory Text Block,34.9195,High Confidence,Whether An Occupational Health And Safety Management System Has Been Implemented By The Entity
Q178,What are the processes used to identify work-related hazards and assess risks on a routine and non routine bassi by the entity,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,59.3946,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,59.3946,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,27.4993,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,26.2503,High Confidence,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block
Q179,Does the company have processes for workers to report the work related hazards and to remove themselves from such risks (Y/N),Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,58.9874,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,58.9874,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,50.7403,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,23.1173,High Confidence,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks
Q180,Was there training given to workers on health and sagety measures in Current Year,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,12.7365,Percentage Of Discrimination At Work Place Of Your Plants And Offices That Were Assessed P5,14.4657,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,12.7365,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,12.3044,Low Confidence,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member
Q181,Does the company mention that they have a safety committee/policy in place with respect to accidents or misfortune events,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Employees,18.8543,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,21.0851,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Employees,18.8543,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Workers,18.8543,High Confidence,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Employees
Q182,Does the entity have ISO 45001:2018 certification,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle2 Member,9.621,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,13.854,Does The Entity Have Procedures In Place For Sustainable Sourcing,11.8922,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,11.4728,Low Confidence,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle2 Member
Q183,Are the entity’s manufacturing facilties WRAP certified,SOx - Previous Year,11.4268,SOx,12.6077,SOx - Previous Year,11.4268,Whether Extended Producer Responsibility Is Applicable To The Entity SActivities,11.3641,Low Confidence,SOx - Previous Year
Q184,Does the company have a target to achieve gender diversity in the workforce,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,17.6769,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,17.6769,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.7974,Remarks For Assurance Of Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,14.4283,High Confidence,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India
Q185,Does the company have a diversity equality and inclusion policy,Remarks For Assurance Of Details Of CSRProjects Undertaken In Designated Aspirational Districts As Identified By Government Bodies,11.6075,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,14.8178,Does The Entity Have ABusiness Continuity And Disaster Management Plan,14.7195,Low Confidence,Remarks For Assurance Of Details Of CSRProjects Undertaken In Designated Aspirational Districts As Identified By Government Bodies
Q186,Does the company have policy for precention to prevent sexual harassment at workplace,Total Complaints Reported Under Sexual Harassment Of Women At Workplace,29.707,Total Complaints Reported Under Sexual Harassment Of Women At Workplace,29.707,Remarks For Assurance Of Complaints Filed Under The Sexual Harassment Of Women At Workplace,28.917,Assurance Sub Type For Complaints Filed Under The Sexual Harassment Of Women At Workplace,28.2648,Ambiguous,Total Complaints Reported Under Sexual Harassment Of Women At Workplace
Q187,Are all complaints filed by the employees during current fiscal year closed,Number Of Complaints Filed During The Year - Health Safety Complaints Member,19.3537,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,19.3537,Number Of Complaints Filed During The Year - Health Safety Complaints Member,19.3537,Number Of Complaints Filed During The Year - Otherhumanrightsrelatedissues Member,19.1974,Ambiguous,Number Of Complaints Filed During The Year - Health Safety Complaints Member
Q188,Does the company have a human rights policy established,Remarks For Assurance Of Employees And Workers Who Have Been Provided Training On Human Rights Issues And Policies Of The Entity,16.8033,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,22.6182,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.4982,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3289,High Confidence,Remarks For Assurance Of Employees And Workers Who Have Been Provided Training On Human Rights Issues And Policies Of The Entity
Q189,"Does the company provide medical assistance (Ambulance service, fixed medical checkups, to the employees)",Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,16.8975,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,16.8975,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,16.5206,Details If The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services Is Not Applicable Explanatory Text Block,13.7775,Ambiguous,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment
Q190,"Does the company take measures for the well being of individuals other than permanent employees (which may include interns, contracts, etc.)",Number Of Well Being Of Employees Or Workers - Other Gender Member - Total Employee Benefits Member - Other Than Permanent Employees Member,19.533,Number Of Well Being Of Employees Or Workers - Other Gender Member - Total Employee Benefits Member - Other Than Permanent Employees Member,19.533,Number Of Well Being Of Employees Or Workers - Gender Member - Benefits Member - Other Than Permanent Employees Member,19.4929,Number Of Well Being Of Employees Or Workers - Other Gender Member - Paternity Benefits Member - Other Than Permanent Employees Member,19.442,Ambiguous,Number Of Well Being Of Employees Or Workers - Other Gender Member - Total Employee Benefits Member - Other Than Permanent Employees Member
Q191,Does the organisation have opportunities for Paternal leavesWhat all initiatives does the organisation undertake for increase in the retention rate of employees,Retention Rates Permanent Employees That Took Parental Leave - Gender Member,22.9031,Retention Rates Permanent Employees That Took Parental Leave - Gender Member,22.9031,Retention Rates Permanent Employees That Took Parental Leave - Female Member,22.9031,Retention Rates Permanent Employees That Took Parental Leave - Male Member,22.9031,Ambiguous,Retention Rates Permanent Employees That Took Parental Leave - Gender Member
Q192,Does the company have employe development programs that have been developed to upgrade and improve employee skills,Remarks For Assurance Of Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners,15.1444,Does The Entity Have ABusiness Continuity And Disaster Management Plan,17.9383,Remarks For Assurance Of Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners,15.1444,Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners Explanatory Text Block,14.8736,High Confidence,Remarks For Assurance Of Details Of Measures Undertaken By The Entity To Ensure That Statutory Dues Have Been Deducted And Deposited By The Value Chain Partners
Q193,Did the company face any strike in the current year,Do Human Rights Requirements Form Part Of Your Business Agreements And Contracts,11.2402,Do Human Rights Requirements Form Part Of Your Business Agreements And Contracts,11.2402,Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business,9.4303,Details Of The Scope And Coverage Of Any Human Rights Due Diligence Conducted Explanatory Text Block,9.0659,Low Confidence,Do Human Rights Requirements Form Part Of Your Business Agreements And Contracts
Q194,Does the company conduct an employee satisfaction survey,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block,13.4904,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block,13.4904,Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole,12.9901,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,11.519,Ambiguous,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block
Q195,Does the company have policy on offering stock options,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,14.0505,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.1335,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange2,14.0505,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3,14.0505,High Confidence,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1
Q196,Does the company have mechanisms to receive and respond to consumer complaints and feedback,Remarks For Assurance Of The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback,36.6457,Remarks For Assurance Of The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback,36.6457,Describe The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback Explanatory Text Block,35.2484,Assurance Sub Type For The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback,35.2484,High Confidence,Remarks For Assurance Of The Mechanisms In Place To Receive And Respond To Consumer Complaints And Feedback
Q197,"Did your entity carry out any survey with regard to consumer satisfaction relating to the major products/services of the entity, significant locations of operation of the entity or the entity as a whole",Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole,74.2542,Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole,74.2542,The Entity Has Not Applicable Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Explanatory Text Block,56.9428,Remarks For Assurance Of Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,21.1654,High Confidence,Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole
Q198,Steps taken to inform and educate consumers about safe and responsible usage of products and/or service,Remarks For Assurance Of Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,55.0085,Remarks For Assurance Of Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,55.0085,Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services Explanatory Text Block,54.6998,Assurance Sub Type For Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,54.3767,Ambiguous,Remarks For Assurance Of Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services
Q199,ISO 9001:2015 certification,Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Explanatory Text Block - Principle1 Member,4.4934,Remarks For Assurance Of Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,4.7007,Assurance Sub Type For Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,4.7007,Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer,4.5948,Low Confidence,Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Explanatory Text Block - Principle1 Member
Q200,Does the entity display product information on the product over and above what is mandated as per local laws,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,64.7158,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,64.7158,Assurer Has Assured Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,57.405,Remarks For Assurance Of Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,57.203,High Confidence,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws
Q201,"When the onboarding of new vendors takes place, does the company have their supplier code of conduct designed",Name Of The Company Or LLPOr Firm Of Assurance Provider - Assurance Provider Domain1,12.2879,Does The Entity Have ABusiness Continuity And Disaster Management Plan,17.1147,Does The Entity Have Procedures In Place For Sustainable Sourcing,15.5301,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,14.0687,Low Confidence,Name Of The Company Or LLPOr Firm Of Assurance Provider - Assurance Provider Domain1
Q202,Disclose any significant adverse impact on the environment arising from the value chain of the entity. Are there any mitigations or adaptiation measures taken by the entity in this context,Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Explanatory Text Block,52.0752,Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Explanatory Text Block,52.0752,Remarks For Assurance Of Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,51.6446,Assurance Sub Type For Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,51.0787,Ambiguous,Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Explanatory Text Block
Q203,Provide details of any corrective actions taken or underway to adderss significant risks/concerns arising from asessment of health and safety practices practices and working conditions of value chain partners,Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner Explanatory Text Block,47.8666,Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner Explanatory Text Block,47.8666,Remarks For Assurance Of Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner,47.1593,Assurance Sub Type For Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner,46.7751,Ambiguous,Details Of Any Corrective Actions Taken Or Underway To Address Significant Risks Or Concerns Arising From The Assessments Of Value Chain Partner Explanatory Text Block
Q204,Does the entity have procedures in place for sustainable sourcing strategy around sustainable/efficient/responsible supply chain,Does The Entity Have Procedures In Place For Sustainable Sourcing,44.5975,Does The Entity Have Procedures In Place For Sustainable Sourcing,44.5975,Remarks For Assurance Of The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,32.5196,Assurance Sub Type For The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,31.8836,High Confidence,Does The Entity Have Procedures In Place For Sustainable Sourcing
Q205,Is there a robust supplier assessment done by the company to avoid any conflicts with ESG requirements/sustainability/ESG assessment for suppliers,Whether The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board Is Assured By Assurer,21.8436,Whether The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board Is Assured By Assurer,21.8436,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,19.8098,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,19.5324,High Confidence,Whether The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board Is Assured By Assurer
Q206,Does the company have a documented CSR policy in place,Remarks For Assurance Of Whether Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business,13.388,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Does The Entity Have Procedures In Place For Sustainable Sourcing,17.4817,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,15.5371,Low Confidence,Remarks For Assurance Of Whether Do You Have AFocal Point Responsible For Addressing Human Rights Impacts Or Issues Caused Or Contributed To By The Business
Q207,Whether there are mechanisms to receive and redress grievances of the community,Whether Describe The Mechanisms To Receive And Redress Grievances Of The Community Is Assured By Assurer,33.5121,Whether Describe The Mechanisms To Receive And Redress Grievances Of The Community Is Assured By Assurer,33.5121,Describe The Mechanisms To Receive And Redress Grievances Of The Community Explanatory Text Block,32.8485,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community,32.4967,Ambiguous,Whether Describe The Mechanisms To Receive And Redress Grievances Of The Community Is Assured By Assurer
Q208,Does the entity disclose the details of beneficiaries of CSR projects,Remarks For Assurance Of Details Of Beneficiaries Of CSRProjects,12.9197,Remarks For Assurance Of Details Of Beneficiaries Of CSRProjects,12.9197,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,12.6353,Assurance Sub Type For Details Of Beneficiaries Of CSRProjects,12.5833,Low Confidence,Remarks For Assurance Of Details Of Beneficiaries Of CSRProjects
Q209,"Does the company conduct impact assessments for CSR projects? If yes, provide details",Name And Brief Details Of Project - Environmental Impact Assessments Of Project1,13.3714,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,14.3168,Name And Brief Details Of Project - Environmental Impact Assessments Of Project20,13.3714,Name And Brief Details Of Project - Environmental Impact Assessments Of Project16,13.3714,Low Confidence,Name And Brief Details Of Project - Environmental Impact Assessments Of Project1
Q210,Does the company conduct of assessment of negative impacts of its operation on the communities,Details Of Negative Social Impact Identified - Negative Social Impact Identified1,17.2261,Details Of Negative Social Impact Identified - Negative Social Impact Identified1,17.2261,Details Of Negative Social Impact Identified - Negative Social Impact Identified3,17.2261,Details Of Negative Social Impact Identified - Negative Social Impact Identified2,17.2261,Ambiguous,Details Of Negative Social Impact Identified - Negative Social Impact Identified1
Q211,Provide details of actions taken to mitigate any negative social impacts identified in the Social Impact Assessments,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.7651,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.7651,Assurance Sub Type For Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.1291,Whether Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments Is Assured By Assurer,41.0919,Ambiguous,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments
