question_id,question_text,data_type,primary_source,extraction_target,verification_status,final_bm25_score
Q278,Does the company have lead independent director on the board,numeric,BRSR,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,Locked (BRSR: High Confidence),20.9836
Q279,Does the company ensure effectiveness of the board through internal or external evaluation or assessment,numeric,BRSR,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,Locked (BRSR: High Confidence),17.8141
Q280,Does the company have processes in place to avoid/manage conflicts of interest involving members of the Board,numeric,BRSR,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,Locked (BRSR: High Confidence),55.7969
Q281,Does the company conduct training and awareness programmes on any of the NGBRC principles for BOD,numeric,BRSR,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,Locked (BRSR: Ambiguous),27.8676
Q282,Independence of Chairperson of committee (risk management),numeric,Annual_Report,Explanation Of Risk Management Strategy Related To Hedge Accounting Explanatory,Verified (Annual Report Fallback),6.6318
Q283,Independence of Chairperson of committee (NRC),numeric,Annual_Report,Disclosure Of Composition Of Audit Committee And Non Acceptance Of Any Recommendation Of Audit Committee Along With Reasons Explanatory,Verified (Annual Report Fallback),5.7679
Q284,Independence of Chairperson of committee (Audit),numeric,Annual_Report,Disclosure Of Composition Of Audit Committee And Non Acceptance Of Any Recommendation Of Audit Committee Along With Reasons Explanatory,Verified (Annual Report Fallback),9.2306
Q285,Is there a claw back mechanism/policy for senior management/KMP,numeric,BRSR,Is There AMechanism Available To Receive And Redress Grievances For Permanent Employees,Locked (BRSR: Ambiguous),20.5941
Q286,Is the independent director paid commissions/incentives other than the board sitting fees,numeric,Annual_Report,Directors Sitting Fees,Verified (Annual Report Fallback),16.0841
Q287,Is the variable pay of executives linked to sustainability or ESG parameters,numeric,BRSR,Whether Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements Is Assured By Assurer,Locked (BRSR: Ambiguous),14.2369
Q288,Does the company have a policy for appointment or reappointment o auditors,numeric,Annual_Report,Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Verified (Annual Report Fallback),8.244
Q289,Discontinuation of auditors before end of term,numeric,Annual_Report,Short Term Borrowings,Verified (Annual Report Fallback),5.8891
Q290,Does the entity have a whistleblower policy,numeric,BRSR,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,Locked (BRSR: High Confidence),15.644
Q291,Is the whistleblower policy applicable to value chain,numeric,BRSR,The Enlisted Policies Do Not Applicable Extend To Your Value Chain Partners Explanatory Text Block - Principle1 Member,Locked (BRSR: Ambiguous),16.7248
Q292,Does the entity have an anti corruption or anti bribery policy,numeric,BRSR,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,Locked (BRSR: High Confidence),43.9274
Q293,Does the company have code of conduct policy,numeric,BRSR,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Workers,Unverified - Needs Manual Review,10.3134
Q294,Does the company have a policy on anti-money laundering and/or insider trading/dealing,numeric,BRSR,Details For The Entity Have Not Applicable An Anti Corruption Or Anti Bribery Policy Explanatory Text Block,Locked (BRSR: High Confidence),16.5705
Q295,"Does the company provide training on code of conduct, anti corruption, and anti bribery policies to the employee",numeric,BRSR,Anti Corruption Or Anti Bribery Policy Explanatory Text Block,Locked (BRSR: High Confidence),28.714
Q296,How does the company ensure that the minority shareholders effectively protect their interest and rights within company,numeric,BRSR,Percentage Of Sourced Directly From Within The District And Neighbouring Districts - Previous Year,Unverified - Needs Manual Review,11.7851
Q297,Has the company undergone any fines/penalties/punishments/award/compunding fees/settlement amount paid in proceedings with regulators/law enforcement agencies/judicial institution during the financial year,numeric,BRSR,Remarks For Assurance Of Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement,Locked (BRSR: Ambiguous),31.2637
Q298,Does the company implement a comprehensive framework or Enterprise Risk Management framework,numeric,BRSR,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,Locked (BRSR: High Confidence),14.5331
Q299,"Has the company taken any corrective action or underway on any issues related to anti competitive model, based on adverse orders from regulatory authorities? If yes, provide details",numeric,BRSR,Remarks For Assurance Of Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,Locked (BRSR: Ambiguous),55.8655
Q300,Does the entity have a business continuity and disaster management plan,numeric,BRSR,Does The Entity Have ABusiness Continuity And Disaster Management Plan,Locked (BRSR: High Confidence),48.2554
Q301,Does the company have ESG or Sustainability or BRSR policy,numeric,Annual_Report,Whether Company Has Published Sustainability Report For The Financial Year,Verified (Annual Report Fallback),10.4659
Q302,Does the company perform materiality assessment and identify material ESG issues,numeric,BRSR,Material Issue Identified - Entitys Material Responsible Business Conduct Issues Domain1,Unverified - Needs Manual Review,10.1491
Q303,Does the company conduct assurance for its ESG or sustainability data through a third party or external agency,numeric,BRSR,Name Of The External Agency If Any Independent Assessment Or Evaluation Or Assurance Has Been Carried Out By An External Agency For Energy Consumption Explanatory Text Block,Locked (BRSR: Ambiguous),17.779
Q304,Does the company conduct assurance for its suppliers’ ESG or sustainability data through a third party or external agency,numeric,BRSR,Assurance Sub Type For APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,Locked (BRSR: Ambiguous),18.0271
Q305,Does the company have a highest authority responsible for implementation and oversight of the Business Responsibility(ies) and ESG policy,numeric,BRSR,Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy Explanatory Text Block,Locked (BRSR: Ambiguous),40.4822
Q306,Does the company have a specified committee of the board/director responsible for decision making on sustainability related issues (Y/N),numeric,BRSR,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,Locked (BRSR: High Confidence),61.3137
Q307,Were there any promotor sponsored resolutoins that were defeated during the current FY,numeric,BRSR,Percentage Of Discrimination At Work Place Of Your Plants And Offices That Were Assessed P5,Locked (BRSR: High Confidence),21.4431
Q308,Does the company follow GRI standards,numeric,Annual_Report,Number Of Employees In The Company At The End Of The Financial Year,Verified (Annual Report Fallback),6.2701
Q309,Is the company aligned with SDGs? Does the company set targets according  to SDGs,numeric,BRSR,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,Locked (BRSR: High Confidence),17.6878
Q310,Is your company a signatory/participant of the United Nations Global Compact,numeric,Annual_Report,Name Of Stock Exchange Where The Company Is Listed,Verified (Annual Report Fallback),8.5932
Q311,Does the company have affiliatoins with trade and indsutry chambers/associations,numeric,BRSR,Number Of Affiliations With Trade And Industry Chambers Or Associations,Locked (BRSR: High Confidence),24.4977
Q312,"Has the company advocated any public policy positions? If yes, provide details",numeric,BRSR,Web Link Public Policy Position Advocated - Public Policy1,Locked (BRSR: Ambiguous),21.7843
Q313,Does the company disclose ESG engagement with investee companyDoes the entity have stewardship code,numeric,BRSR,No Match Found,Unverified - Needs Manual Review,0.0
Q314,Is there a policy on related party transactions,numeric,BRSR,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions,Locked (BRSR: Ambiguous),18.9614
Q315,Disclosure of transactions with related parties during the year which are more than 10% of the revenue,numeric,BRSR,Percentage Of Sales To Related Parties In Total Sales For Share Of Related Party Transactions - Previous Year,Locked (BRSR: Ambiguous),21.9361
